category,name,price,description,veg_nonveg,spice_level,restaurant name,location,contact,operating hour,dining rating,delivery rating,dish type,tag
All-New Juicylicious Pizzas & More!,Southern Fiery Paneer,₹319,"New | Spice up your day with pizza topped with juicy marinated paneer, green capsicum, tomato, and a fiery sauce bursting with traditional southern spices. 329.9 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products",Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Southern Fiery Paneer | ₹319 | New | Spice up your day with pizza topped with juicy marinated paneer, green capsicum, tomato, and a fiery sauce bursting with traditional southern spices. 329.9 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products | Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
All-New Juicylicious Pizzas & More!,Royal Spice Chicken,₹379,"New | Indulge in a royal delight with juicy marinated chicken, tomato, onion, and a sauce packed with rich, aromatic spices.  276.6 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Royal Spice Chicken | ₹379 | New | Indulge in a royal delight with juicy marinated chicken, tomato, onion, and a sauce packed with rich, aromatic spices.  276.6 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
All-New Juicylicious Pizzas & More!,Royal Spice Paneer,₹319,"New | Indulge in a royal delight with juicy marinated paneer, tomato, onion, and a sauce packed with rich, aromatic spices.249.32 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Royal Spice Paneer | ₹319 | New | Indulge in a royal delight with juicy marinated paneer, tomato, onion, and a sauce packed with rich, aromatic spices.249.32 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
All-New Juicylicious Pizzas & More!,Kadhai Chicken,₹379,"New | Take your taste buds on a joyride with juicy marinated chicken, capsicum, and onion, all coated in flavorful Kadhai sauce. 272.9 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Kadhai Chicken | ₹379 | New | Take your taste buds on a joyride with juicy marinated chicken, capsicum, and onion, all coated in flavorful Kadhai sauce. 272.9 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
All-New Juicylicious Pizzas & More!,Southern Fiery Chicken,₹379,"New | Spice up your day with pizza topped with juicy marinated chicken, green capsicum, tomato, and a fiery sauce bursting with traditional southern spices. 276.2 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products",Non-Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Southern Fiery Chicken | ₹379 | New | Spice up your day with pizza topped with juicy marinated chicken, green capsicum, tomato, and a fiery sauce bursting with traditional southern spices. 276.2 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products | Non-Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
All-New Juicylicious Pizzas & More!,Kadhai Paneer,₹319,"New | Take your taste buds on a joyride with juicy marinated paneer, capsicum, and onion, all coated in flavorful Kadhai sauce. 329.8 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"All-New Juicylicious Pizzas & More! | Kadhai Paneer | ₹319 | New | Take your taste buds on a joyride with juicy marinated paneer, capsicum, and onion, all coated in flavorful Kadhai sauce. 329.8 Kcal/100g.  Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
Late Night Craving,Cheesy-Choco Comfort Combo,₹456,"Get 1 personal Margherita Pizza, 1 Pepsi, 2 pc. Cheese Garlic Bread & 1 Choco Volcano. Cheesy dreams, guaranteed! For Meals, refer to the nutritional data for individual products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Late Night Craving | Cheesy-Choco Comfort Combo | ₹456 | Get 1 personal Margherita Pizza, 1 Pepsi, 2 pc. Cheese Garlic Bread & 1 Choco Volcano. Cheesy dreams, guaranteed! For Meals, refer to the nutritional data for individual products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 456 | expensive"
Late Night Craving,Flat Night Owl Discount (FLAT Rs. 125) Non Veg,₹444,"Choose any Non Veg Medium Pizza from the delight/signature/supreme range & get a discount of FLAT Rs. 125! For Meals, refer to the nutritional data for individual products.",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Late Night Craving | Flat Night Owl Discount (FLAT Rs. 125) Non Veg | ₹444 | Choose any Non Veg Medium Pizza from the delight/signature/supreme range & get a discount of FLAT Rs. 125! For Meals, refer to the nutritional data for individual products. | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 444 | expensive"
Late Night Craving,Midnight Pizza Party for 2 Non Veg,₹579,"Get any Non Veg Medium Pizza from the delight/signature/supreme range, 2 pc. Cheese Garlic Bread & a Pepsi FREE! For Meals, refer to the nutritional data for individual products.",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Late Night Craving | Midnight Pizza Party for 2 Non Veg | ₹579 | Get any Non Veg Medium Pizza from the delight/signature/supreme range, 2 pc. Cheese Garlic Bread & a Pepsi FREE! For Meals, refer to the nutritional data for individual products. | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 579 | expensive"
Late Night Craving,Flat Night Owl Discount (FLAT Rs. 125) Veg,₹364,"Choose any Veg Medium Pizza from the delight/signature/supreme range & get a discount of FLAT Rs. 125! For Meals, refer to the nutritional data for individual products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Late Night Craving | Flat Night Owl Discount (FLAT Rs. 125) Veg | ₹364 | Choose any Veg Medium Pizza from the delight/signature/supreme range & get a discount of FLAT Rs. 125! For Meals, refer to the nutritional data for individual products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 364 | expensive"
Late Night Craving,Midnight Pizza Party for 2 Veg,₹499,"Get any Veg Pizza Medium from the delight/signature/supreme range, 2 pc. Cheese Garlic Bread & a Pepsi FREE! For Meals, refer to the nutritional data for individual products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Late Night Craving | Midnight Pizza Party for 2 Veg | ₹499 | Get any Veg Pizza Medium from the delight/signature/supreme range, 2 pc. Cheese Garlic Bread & a Pepsi FREE! For Meals, refer to the nutritional data for individual products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 499 | expensive"
Veg Pizza,Spiced Paneer,₹259,"Spiced paneer, crunchy onion, juicy tomato & 100% mozzarella cheese, with our classic pan sauce (PAN Per/Med-276 Kcal/100g | TnC-283 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,moderate,"Veg Pizza | Spiced Paneer | ₹259 | Spiced paneer, crunchy onion, juicy tomato & 100% mozzarella cheese, with our classic pan sauce (PAN Per/Med-276 Kcal/100g | TnC-283 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 259 | moderate"
Veg Pizza,Double Cheese Margherita,₹219,Extra cheese on a classic Margherita. The ultimate comfort food!,Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,cheap,"Veg Pizza | Double Cheese Margherita | ₹219 | Extra cheese on a classic Margherita. The ultimate comfort food! | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 219 | cheap"
Veg Pizza,Margherita,₹169,"Pizza topped with our herb-infused signature pan sauce and 100% mozzarella cheese. A classic treat for all cheese lovers out there! (PAN Per/Med-292 Kcal/100g | TnC-293 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,cheap,"Veg Pizza | Margherita | ₹169 | Pizza topped with our herb-infused signature pan sauce and 100% mozzarella cheese. A classic treat for all cheese lovers out there! (PAN Per/Med-292 Kcal/100g | TnC-293 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 169 | cheap"
Veg Pizza,Corn & Cheese,₹219,"A combination of juicy sweet corn & 100% mozzarella cheese with flavourful signature pan sauce (PAN Per/Med-320 Kcal/100g | TnC-304 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,cheap,"Veg Pizza | Corn & Cheese | ₹219 | A combination of juicy sweet corn & 100% mozzarella cheese with flavourful signature pan sauce (PAN Per/Med-320 Kcal/100g | TnC-304 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 219 | cheap"
Veg Pizza,Schezwan Margherita,₹219,"Your very own margherita, now with a spicy twist! Loaded with our signature spicy schezwan sauce & 100% mozzarella cheese (PAN Per/Med-300 Kcal/100g | TnC-309 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,cheap,"Veg Pizza | Schezwan Margherita | ₹219 | Your very own margherita, now with a spicy twist! Loaded with our signature spicy schezwan sauce & 100% mozzarella cheese (PAN Per/Med-300 Kcal/100g | TnC-309 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 219 | cheap"
Veg Pizza,Tandoori Paneer,₹319,"It's our signature. Spiced paneer, crunchy onions & green capsicum, spicy red paprika with delicious tandoori sauce and 100% mozzarella cheese! (PAN Per/Med-335 Kcal/100g | TnC-326 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Tandoori Paneer | ₹319 | It's our signature. Spiced paneer, crunchy onions & green capsicum, spicy red paprika with delicious tandoori sauce and 100% mozzarella cheese! (PAN Per/Med-335 Kcal/100g | TnC-326 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
Veg Pizza,Ultimate Tandoori Veggie,₹379,"An ultimate combination of your favourite veggies-onion, green capsicum, mushroom, tomato, spicy jalapeno on tandoori sauce, topped with 100% mozzarella cheese & generous drizzle of mint mayo (PAN Per/Med-314 Kcal/100g | TnC-395 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Ultimate Tandoori Veggie | ₹379 | An ultimate combination of your favourite veggies-onion, green capsicum, mushroom, tomato, spicy jalapeno on tandoori sauce, topped with 100% mozzarella cheese & generous drizzle of mint mayo (PAN Per/Med-314 Kcal/100g | TnC-395 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
Veg Pizza,Mazedar Makhni Paneer,₹379,"A treat for all makhni lovers. Spiced paneer, onion, juicy red bell peppers with our new flavourful makhni sauce, topped with 100% mozzarella cheese and buttery spice sprinkle (PAN Per/Med-288 Kcal/100g | TnC-290 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Mazedar Makhni Paneer | ₹379 | A treat for all makhni lovers. Spiced paneer, onion, juicy red bell peppers with our new flavourful makhni sauce, topped with 100% mozzarella cheese and buttery spice sprinkle (PAN Per/Med-288 Kcal/100g | TnC-290 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
Veg Pizza,Mexican Fiesta,₹319,"Flavourful mix of red capsicum, green capsicum, jalapeno, onion, black olives, sweet corn and 100% mozzarella cheese with a signature spice sprinkle & our flavourful pan sauce (PAN Per/Med-266 Kcal/100g | TnC-258 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Mexican Fiesta | ₹319 | Flavourful mix of red capsicum, green capsicum, jalapeno, onion, black olives, sweet corn and 100% mozzarella cheese with a signature spice sprinkle & our flavourful pan sauce (PAN Per/Med-266 Kcal/100g | TnC-258 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
Veg Pizza,Bold BBQ Veggies,₹319,"Our signature pan sauce, with BBQ Sauce drizzle, topped with mushroom, onion, green capsicum, & red paprika (PAN Per/Med-242 Kcal/100g | TnC-266 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Bold BBQ Veggies | ₹319 | Our signature pan sauce, with BBQ Sauce drizzle, topped with mushroom, onion, green capsicum, & red paprika (PAN Per/Med-242 Kcal/100g | TnC-266 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
Veg Pizza,Country Feast,₹319,"Loaded with herbed onion & green capsicum, sweet corn, tomato with signature pan sauce and 100% mozzarella cheese. It's a feast you can't refuse (PAN Per/Med-244 Kcal/100g | TnC-282 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Country Feast | ₹319 | Loaded with herbed onion & green capsicum, sweet corn, tomato with signature pan sauce and 100% mozzarella cheese. It's a feast you can't refuse (PAN Per/Med-244 Kcal/100g | TnC-282 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 319 | expensive"
Veg Pizza,Veggie Supreme,₹379,"A supreme combination of black olives, green capsicum, mushroom, onion, spicy red paprika & juicy sweet corn with flavourful pan sauce and 100% mozzarella cheese. (PAN Per/Med-254 Kcal/100g | TnC-258 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Spicy,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Veg Pizza | Veggie Supreme | ₹379 | A supreme combination of black olives, green capsicum, mushroom, onion, spicy red paprika & juicy sweet corn with flavourful pan sauce and 100% mozzarella cheese. (PAN Per/Med-254 Kcal/100g | TnC-258 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Spicy | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
Veg Pizza,Veggie Feast,₹259,"Herbed onion and green capsicum, juicy sweet corn & 100% mozzarella cheese with flavourful pan sauce (PAN Per/Med-269 Kcal/100g | TnC-274 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,moderate,"Veg Pizza | Veggie Feast | ₹259 | Herbed onion and green capsicum, juicy sweet corn & 100% mozzarella cheese with flavourful pan sauce (PAN Per/Med-269 Kcal/100g | TnC-274 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 259 | moderate"
Non Veg Pizza,Chicken Sausage,₹259,"Pizza topped with chicken n cheese sausages & crunchy onions, flavourful pan sauce and 100% mozzarella cheese (PAN Per/Med-310 Kcal/100g | TnC-312 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g | Stuff Crust Chicken Seekh Kebab Add : Per: 256 Kcal/100g | Med: 253 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,moderate,"Non Veg Pizza | Chicken Sausage | ₹259 | Pizza topped with chicken n cheese sausages & crunchy onions, flavourful pan sauce and 100% mozzarella cheese (PAN Per/Med-310 Kcal/100g | TnC-312 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g | Stuff Crust Chicken Seekh Kebab Add : Per: 256 Kcal/100g | Med: 253 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 259 | moderate"
Non Veg Pizza,Chicken Tikka,₹379,"Mouth-watering chicken tikka, crunchy onion & tomato with delicious tandoori sauce and 100% mozzarella cheese (PAN Per/Med-275 Kcal/100g | TnC-283 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g | Stuff Crust Chicken Seekh Kebab Add : Per: 256 Kcal/100g | Med: 253 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products.",Non-Veg,Normal,Pizza Hut,"2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee",919643105647,10:00 AM - 11:00 PM,4.2,4.1,expensive,"Non Veg Pizza | Chicken Tikka | ₹379 | Mouth-watering chicken tikka, crunchy onion & tomato with delicious tandoori sauce and 100% mozzarella cheese (PAN Per/Med-275 Kcal/100g | TnC-283 Kcal/100g | Stuffed Crust Add : Per: 227 Kcal/100g | Med: 216 Kcal/100g | Stuff Crust Chicken Seekh Kebab Add : Per: 256 Kcal/100g | Med: 253 Kcal/100g) Contains Cereals containing Gluten (Wheat), Soya and Milk & Milk Products. | Non-Veg | Normal | Pizza Hut | 2, NH 58, Civil Lines, Civil Lines, Roorkee, Uttarakhand 247667, Roorkee Locality, Roorkee | 919643105647 | 10:00 AM - 11:00 PM | 4.2 | 4.1 | 379 | expensive"
